id,Group,block,days_after_planting,genotype,developmental_stage,leaf,zone,CAR(12:1),CE(20:3),CE(20:4),DG(34:1),DG(36:2),DG(36:3),DG(36:4),DG(34:2),DG(34:3),DG(34:4),DG(36:5),DG(36:6),DGDG(32:0),DGDG(32:1),DGDG(34:0),DGDG(34:1),DGDG(34:2),DGDG(34:4),DGDG(34:5),DGDG(36:1),DGDG(36:2),DGDG(36:3),DGDG(36:4),DGDG(36:6),DGDG(38:2),DGDG(38:5),DGDG(38:6),DGDG(40:2),DGDG(42:2),DGDG(42:3),DGDG(44:2),GlcCER(40:1),GlcCER(34:3),GlcCER(36:3),GlcCER(38:3),GlcCER(40:3),GlcCER(42:3),LPC(16:0),LPC(18:0),LPC(18:1),LPC(18:2),LPC(18:3),LPC(20:1),LPC(16:1),LPE(18:2),LPE(18:3),MGDG(34:1),MGDG(34:2),MGDG(34:3),MGDG(34:4),MGDG(34:6),MGDG(36:3),MGDG(36:4),MGDG(36:6),MGDG(36:7),MGDG(38:1),MGDG(38:5),MGDG(38:6),PC(30:0),PC(32:0),PC(32:1),PC(32:2),PC(34:0),PC(34:1),PC(34:2),PC(34:4),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(40:6),PC(34:3),PC(36:6),PC(42:3),PC(44:2),PE(34:2),PE(34:1),PE(34:4),PE(36:2),PE(36:3),PE(36:5),PE(36:6),PE(38:7),PE(42:3),PE(44:2),PG(32:0),PG(32:1),PG(34:2),PG(34:3),PG(34:4),PG(34:5),PG(36:6),PG(36:7),PS(42:2),SQDG(32:1),SQDG(34:1),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:5),SQDG(38:6),SQDG(32:0),SQDG(36:4),TG(42:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(48:0),TG(48:1),TG(48:2),TG(50:0),TG(50:2),TG(50:4),TG(50:5),TG(52:0),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:8),TG(56:3),TG(56:5),TG(56:6),TG(56:7),TG(58:6),TG(46:3),TG(48:3),TG(48:5),TG(48:6),TG(40:1),TG(40:2),TG(50:3),TG(52:1),TG(52:2),TG(54:1),TG(54:2),TG(54:7),TG(54:9),TG(56:4),TG(56:8),TG(58:15)
D12C16A,2,2,49,CML312,9,6,along,16886,23927,0,0,0,1268,17869,5721,38402,6224,60432,23941,205783,1446,7496,21073,206367,32307,112,1879,12890,456429,61874,1428216,0,5033,47786,1153,6877,3221,8203,0,17444,81376,55728,43369,12945,41861,2027,82739,1309311,577267,0,1262,2220,0,4689,72179,756203,29942,0,69222,182206,1431704,21476,25604,8787,42388,2837,31050,10229,12467,2788,520668,1411028,30464,28891,299459,325638,51919,1445414,7656,6629,25669,53156,6679,1220438,1046285,4908,2580,60441,7606,32120,2354,3784,13936,4165,3005,1408,0,123979,219025,111751,593004,977152,10539,5122,0,0,4328,4054,1188702,7523,74408,81405,4232,436812,16397,2450,0,4845,2601,1703,9159,3002,3471,8275,11088,1093,1791,8625,30104,133382,332928,188766,4748,11764,45422,63729,289342,1384,3694,4631,3249,5107,66543,912,1432,4026,0,17716,16942,2906,7502,2092,3171,237756,23735,1774,0,7080
D12P23A,1,2,49,PT,11,3,along,780,59671,2139,0,3226,0,12181,9073,32401,2922,72238,43432,89456,801,5563,18895,321477,17292,760,1956,28035,542460,71134,1899921,4488,5970,33603,0,16734,7346,18097,0,23183,113406,0,56563,25720,53599,3643,6097,58394,39817,0,344,1047,3457,5612,69712,579608,13903,0,73946,365242,1415414,21313,18176,4654,17518,0,29396,7003,25346,5380,414379,1706161,28221,35003,353221,679672,19445,1466998,14483,10432,13687,31231,1189,1728749,1138160,6929,3114,716288,68036,37541,3921,52998,117143,43709,15970,34471,0,63066,168689,178132,231807,868962,2037,4305,0,27997,3554,0,764523,0,57696,122707,0,135215,19018,3178,0,11603,12554,6933,17249,20770,14628,10782,13537,3860,3147,11051,27903,116242,315539,269657,6013,10042,46784,48409,298691,0,3155,4235,1731,3041,69552,4267,3531,15017,718,24437,19407,5381,12719,3603,4165,168352,25833,1956,0,1876
D12B13A,3,2,49,B73,8,3,along,8777,50715,1304,1158,862,0,32354,16215,43560,6114,109948,48901,242670,2540,13396,9476,252904,21933,2114,0,24032,701351,65963,1438763,2815,5154,31101,0,16200,7073,14973,0,16807,104865,64443,40601,14748,37991,6510,39127,1594215,627849,0,1103,4251,2599,4159,70306,715377,15200,0,69287,196497,1091489,11933,24404,6350,15361,0,21090,1442,6732,3642,115176,1421008,12378,11194,262678,259850,8053,1176427,7448,2698,11722,26790,4882,1425033,472444,3444,2654,60812,5111,28078,0,3861,8618,0,0,786,0,138108,146219,203540,324932,640214,2731,964,0,0,4973,4424,1050503,266,85414,152037,3611,580432,27645,2725,0,7300,7478,4506,5396,5632,9072,8229,13828,2063,2719,4257,44227,270813,539305,225624,9001,23567,99972,162630,654008,1363,3532,5257,3568,9476,82019,2475,0,7799,0,24418,19817,5102,15672,2646,5183,558402,37519,1980,0,4850
D12C14A,2,2,49,CML312,9,4,along,12593,17440,0,0,0,635,11496,8088,24848,3069,44002,18250,192143,3038,7801,18331,210068,21713,66,3148,17833,891889,48277,1690370,2203,4241,47827,2107,9238,3378,9722,0,16211,84594,61239,42700,12360,37212,2902,34253,611892,216490,0,0,810,3309,5329,77253,847554,24594,0,89082,200936,1591068,21206,16579,5978,40973,0,29024,8293,14904,3123,463281,699743,25543,38943,443344,593049,32403,1623248,10361,8194,24915,55550,1326,1615539,1206380,6051,2782,221354,32296,27298,4845,13363,53080,15779,5562,7115,0,98897,192108,105356,499513,1022619,595,629,1268,0,3738,4035,1117196,716,80173,16174,938,322210,14679,2461,0,1579,2188,2272,7909,7428,4994,6849,7601,2578,1410,5827,21229,97700,229167,144648,5774,11147,38774,63602,259197,0,2148,2082,1756,5786,46872,1390,1443,3557,684,15883,11105,4064,6232,2199,3223,233546,25339,1427,0,1860
D12P26A,1,2,49,PT,7,6,along,2892,31211,0,0,3029,3589,23012,13489,39109,4146,85880,31950,98998,2905,6158,19491,295625,26265,2656,2181,24634,816667,84659,1769824,0,7255,33278,1313,15247,4793,12943,0,14276,75955,0,44526,18848,55972,3081,12277,70319,15586,0,0,1210,0,6739,81915,532781,29894,0,86320,345981,1279100,16235,20394,9487,17046,0,28448,7857,21724,4875,581918,1692518,25130,40994,529043,532501,35319,1497201,12412,8711,15080,32597,2479,1731886,900513,11769,4822,223841,170747,56144,14419,10509,35805,9319,5731,7470,0,109748,211604,334614,307690,781509,1120,514,1157,0,5630,5355,968833,1377,86428,150905,0,319488,29831,2968,0,8503,7692,4145,13432,13031,9700,9050,14731,1340,1870,9191,68455,138392,249000,154793,52319,52054,105846,84086,322603,1287,2744,3504,2074,6407,66580,2682,1601,8136,712,26950,11777,6279,34264,3167,10124,239781,27746,2710,0,3071
D12P16A,1,2,49,PT,7,6,along,744,30730,0,0,3401,1757,19073,6981,33104,4810,62334,105926,23212,2704,0,20775,309122,37087,452,0,33410,770710,135386,1815975,1357,16690,86414,1392,17074,6368,7559,0,14479,51393,45599,49492,45176,23467,1091,9380,32439,16798,0,785,0,0,7008,71777,598323,44781,17869,91320,637858,1992141,25147,18820,18691,59109,603,12654,2215,6052,2921,526186,1364668,21479,35010,247247,289419,40465,1402268,3343,5138,15070,47683,1761,1805808,653870,3289,3019,98205,11705,42876,2375,2356,20975,608,7403,4839,0,105271,227040,176401,349056,1312347,616,6217,4076,47036,5402,6159,1216663,8388,101006,189949,6977,82809,52288,3099,0,8546,8096,3822,13524,14778,10715,9648,13207,3072,1087,9901,53989,145420,266506,145105,9390,19376,77220,114419,386666,0,3378,1751,2534,1973,56455,2590,2018,4821,1142,25801,18493,6728,16240,3732,4949,241816,28484,2752,0,0
D12B26A,3,2,49,B73,8,6,along,36167,47743,944,1296,3083,631,33677,10769,32519,6978,94640,41334,207868,2989,10413,13323,267495,22219,2010,0,17760,514017,74129,1500002,3078,7835,33423,810,8869,5600,11368,0,16000,84018,57231,48679,15392,33509,3556,77649,2477385,843102,0,2816,2638,1913,4096,70616,469239,9858,13677,39371,225020,1594244,10382,24590,9573,20759,2130,19608,3441,5005,2230,106245,1362234,11535,9227,157066,105196,6223,1047838,7108,3394,12884,27554,813,1384493,332496,0,2969,22005,3755,52288,1914,0,3847,0,0,245,0,118425,148123,277599,273298,659548,7952,770,0,0,6356,5566,1167760,7448,68661,169603,515,630334,46253,2472,880,7263,7624,4424,11819,11392,7818,7975,20441,1954,2295,7580,41297,252356,475648,35122,7161,20073,77418,165196,468434,0,3164,3680,4592,3129,69886,2307,3233,8313,489,28871,14167,4896,13227,2712,4726,447051,26081,2356,0,14567
D12P112A,1,2,49,PT,7,12,along,7528,864,0,0,0,3146,28234,0,9427,3314,39908,7491,45257,3327,2205,60044,469399,10093,609,6839,33447,314762,145157,2062308,2789,8259,32186,919,7975,2042,7541,0,19641,109033,62509,49109,17027,55582,15340,12684,55294,6476,0,670,0,0,10128,92073,476535,23252,1424,133074,695831,2057410,2438,21332,10991,27872,953,82788,13928,22050,5180,809394,1082792,10051,87998,942871,1398216,58863,1707005,7758,57858,114501,42325,722,1600893,211591,3067,3898,537368,44552,51530,3064,11732,30649,3976,6518,7269,0,143296,79533,161060,441601,481351,7071,5219,0,35138,7240,8698,891193,0,51138,59601,616,109337,37416,2272,0,2669,3924,3116,12126,12510,8976,8326,9379,2251,503,7682,22527,72074,34107,10402,7927,14725,43727,50231,16385,0,2386,1315,1120,479,23659,2605,1082,2015,998,17887,5029,4770,9223,3030,3389,45202,1813,1724,0,1722
D13C26A,2,3,40,CML312,7,6,along,8845,19159,0,0,0,4501,10377,23265,38097,7367,57326,30538,184418,4261,6400,20258,290765,38316,874,10769,20629,715730,104152,1575550,1514,5637,56868,816,33482,4402,9528,0,23749,135248,118364,77135,13828,56729,2651,19870,328898,139144,0,0,426,1038,4910,62947,1168718,41463,26648,30666,199636,1037505,31100,28119,8536,53068,0,37150,10608,14728,2429,392180,166438,33891,17559,322413,264056,49256,1717135,2023,8674,13817,60884,779,1361512,1362916,18079,7995,191919,21241,36244,3103,14192,53412,23036,6337,4573,5377,95297,197715,66314,451171,1212275,4854,508,0,0,7298,5608,1093939,5827,76427,93809,5252,587311,12775,0,0,2411,2531,1989,1687,3702,1707,1505,4423,465,569,901,25691,116672,332380,487260,903,8996,25297,109908,403245,0,4046,5688,1098,14810,49048,1712,0,2410,7671,27030,34828,2385,13511,407,2241,409743,151957,524,3134,2459
D13B23A,3,3,40,B73,5,3,along,1413,42097,0,0,2676,2380,18932,25742,37213,2050,72015,30154,341168,808,2964,6297,552205,7701,1294,9023,33175,611373,56746,2068915,4955,1365,17789,1870,31759,11005,14033,0,23811,167727,52859,62992,16583,28794,2760,2593,37608,15629,0,0,3327,2712,3339,83178,1497149,13730,6526,81065,317213,1947379,9943,18494,8351,24623,0,29256,4284,10067,2394,111024,1902435,7898,11443,234576,105630,2637,1295023,5903,5304,18920,32039,2051,1811277,662326,13916,5326,510885,53989,18742,8240,51063,69272,22261,12323,37032,13283,80600,114576,72146,168907,380126,1052,1722,0,24024,5427,3561,491307,1974,36152,61307,1378,455065,11793,2465,0,12056,7417,9349,6698,17634,14285,6133,3092,2928,1558,7579,35406,126220,218100,284348,6199,12447,30134,80769,429152,1202,1524,3734,1819,8851,46868,6957,2120,3398,5867,45447,21502,6455,23740,1743,5150,378808,157984,1281,0,674
D13B14A,3,3,40,B73,5,14,along,9282,30136,0,0,4501,5356,27628,23604,20785,4872,64072,47546,174944,3230,7419,4484,293137,21530,706,6884,22616,425384,78705,2158072,2838,6511,19938,1870,21228,3818,6886,0,21016,177372,123444,67484,25856,21430,781,38499,1053523,149137,0,3346,0,0,3262,58808,497390,10578,10047,24553,352895,2246010,7943,33256,11661,18424,3242,20437,3461,6811,2516,66020,2128858,9581,10715,136487,87456,5207,628609,5790,5840,14606,24957,1456,1374310,200526,7857,4757,44872,6246,44845,0,4462,3711,1071,2407,0,0,91091,132018,191788,237042,516309,11174,0,0,0,8107,5563,941195,4212,54129,235133,2233,448350,66111,3098,0,12468,12583,10724,17227,19480,8142,8023,3105,4485,2424,10082,49945,262028,278892,154689,9606,30993,101081,314721,509819,1780,3783,6020,3529,11145,54371,6093,2225,2259,4721,44208,19351,7600,26857,2865,3340,822739,83249,2574,0,2749
D13P14A,1,3,40,PT,7,4,along,0,7668,0,0,0,0,5509,12242,20341,2500,28670,36501,70290,1580,1871,5644,199206,6160,77,12796,20260,590692,58742,3082789,4564,1426,34682,1530,21620,8819,9511,1719,11189,64918,55505,35894,11850,22714,3211,6299,29932,17574,0,618,0,0,4716,27259,342132,15246,0,38569,123699,2618700,13675,13092,3249,23429,0,11997,4614,6348,3242,230113,2565030,3202,32893,181556,161875,13578,1494115,5474,4671,6698,24991,1249,2924386,835204,15340,4582,99543,14000,47917,3948,11523,24197,198,8432,13675,3199,36466,86099,101239,141382,530844,2797,3404,0,0,8417,0,442050,1428,86631,85414,3942,307105,12771,2979,0,11539,10133,11840,12396,26183,18782,8807,4159,2377,1196,11479,30254,58497,102433,86104,7415,9678,24253,49519,186328,1642,2062,2897,1514,3197,21056,6873,1396,1993,6049,40826,17981,3381,21244,2514,6505,139399,54980,1710,0,2141
D13C13A,2,3,40,CML312,7,3,along,1606,35486,0,0,0,5441,6408,19825,36869,3189,46091,23133,196497,260,5732,9222,356576,17827,283,12381,32070,914851,47098,1702273,3786,1265,35601,5646,43724,5942,15751,0,20896,129299,97542,66903,14513,36518,1955,7540,196804,71763,0,0,307,504,6503,66550,1167412,23754,12501,98833,183283,1797472,21869,22675,6655,38928,0,19920,8228,14127,3359,353424,1470901,18891,30101,360702,180129,31345,1506461,6215,7418,12728,45822,1861,1587313,922838,11669,4250,279210,27630,44289,5651,29221,53131,22261,5116,17524,3750,83392,191538,58436,317482,886771,902,615,1710,0,798,3874,965532,3074,79508,53736,1012,317608,8378,2102,0,9228,5809,7406,12387,13473,5790,11138,4948,3397,2348,16966,47712,137184,320780,367738,6292,13198,30001,53833,250262,2384,4412,4056,2048,16971,59735,5850,2569,4724,3580,52607,43786,6319,24110,2836,5841,213765,70326,2024,0,2910
D13B16A,3,3,40,B73,5,6,along,39051,15079,0,0,4076,3547,45270,77027,31149,5734,104876,42439,130994,3366,7482,7546,330119,18498,0,4258,25562,386667,82550,1776332,3695,3627,15546,2494,15091,1662,7467,0,24630,166098,126716,63659,13382,35810,7937,140889,2601012,707512,0,7380,24617,7662,3459,64714,583979,16664,9837,24652,374987,1590290,2174,19835,3592,17319,0,60570,1389,9644,3402,130463,1757765,15891,16410,152843,173417,15738,767421,4454,4612,18909,18041,715,1108712,181881,3909,2624,77966,12025,18049,1576,5957,8586,0,4526,1318,1022,85215,133871,75526,201692,656239,4513,458,3301,0,8372,6196,1002485,3847,68097,6954,0,431765,50171,1319,0,4324,2606,3347,7807,9148,7998,8827,2215,9040,7353,13458,54791,332330,297139,90441,40844,50002,77885,297159,231813,1627,3518,3654,1992,10025,38823,4976,12368,10476,0,40975,11194,4167,23377,1481,8778,566223,11427,3707,383,13245
D13C24A,2,3,40,CML312,7,4,along,786,15623,0,0,2336,5637,8183,9588,35215,3627,45881,23551,195989,3076,6438,6670,321302,21750,280,11677,27585,932056,50621,1797236,3805,3514,43158,2594,25115,5626,13384,0,17988,98038,96152,78762,15011,30783,2173,3324,29803,14389,0,0,1182,1584,7131,60173,1297431,28747,17927,19458,155500,1613139,26314,23336,7580,50197,0,11217,8816,9677,3019,330377,1791492,19149,32136,305281,168157,29065,1670279,5438,6653,12680,51040,2365,1668032,1198750,11745,2474,258554,29003,22582,5038,31088,69818,34280,5636,18597,2326,67392,191580,48984,299620,977603,2176,293,1782,0,1169,3606,957218,536,63598,37834,3320,240566,6968,1669,0,5245,3159,3773,6997,9028,5888,12977,3553,2174,1337,21938,36244,93627,288962,327121,3997,10884,26754,50182,148096,2376,4211,10058,1915,13202,47105,2806,2161,991,0,39002,41374,4326,17096,1951,5016,124442,30599,2400,0,731
D13C28A,2,3,40,CML312,7,8,along,16613,14802,0,0,4080,4322,19196,44289,28932,11698,80729,23786,178273,4514,10555,22117,326814,38015,4609,12985,33319,625367,137043,1313844,791,8009,65646,2490,24682,3430,7172,0,18172,74973,98882,75898,18203,58503,4835,40436,518658,74672,0,1128,741,1818,10098,112448,916902,52911,24018,53168,398062,1278663,17705,27344,16404,69223,1086,35829,13204,19313,2730,661796,1311698,37273,43363,490076,553719,45943,1412219,5671,34984,58099,77305,1581,1223172,595869,10760,3893,188630,21255,28442,876,7782,36864,6245,8232,3333,3047,90534,161964,89213,511504,1125164,7403,5880,3709,0,6805,7912,1083634,5213,81547,154622,6727,567590,24398,1909,0,7142,6105,8631,11903,16923,4337,9104,6588,4003,2153,12984,36851,155534,245187,95550,7724,20329,80179,134213,213407,1506,3417,6535,3599,10485,43906,4941,4132,4211,1455,33950,9325,5277,16841,2750,4798,310726,12575,2516,0,2289
D13P23A,1,3,40,PT,6,3,along,0,21497,0,0,0,2402,16093,10508,18427,3619,49642,64340,106716,1734,2045,14669,228320,18596,241,7938,25259,572436,82019,3244963,2009,2037,60008,2570,18053,4012,10585,0,14838,71389,56267,33028,9930,28275,3452,4638,43531,14973,0,0,3343,0,3841,43852,500785,18512,0,48638,360767,3325539,19275,13388,16268,40577,0,14059,3017,1270,3170,84376,1752411,11832,15453,123004,88146,7357,786122,4676,4947,4761,30575,1983,1659627,332409,0,4972,209163,19575,78253,4121,12378,22511,7073,4372,9499,4825,50626,113418,147877,143391,744357,0,3200,1655,0,7564,5688,755273,5438,63616,257793,617,311706,45970,5760,0,17308,13737,17252,19021,29789,33138,19266,14902,5957,1428,20777,41904,122624,213817,137552,12626,21014,59306,121875,361862,2701,2669,4831,3062,3687,30022,11951,1586,1849,4409,63258,18480,13139,34883,6514,9639,512487,41715,2169,0,2602
D13B24A,3,3,40,B73,5,4,along,1131,31579,0,1429,4934,4514,18895,33789,31986,3417,87426,49945,337205,2649,7885,23539,437926,16808,450,8847,12956,472747,70127,2079197,2920,4562,21958,5271,30484,9178,14762,0,19470,158257,122584,62067,22470,23028,1182,3822,64523,20495,0,540,2782,0,4126,76647,1198326,14794,12189,18577,320838,2128197,11246,22911,9837,28445,0,19188,1769,8027,2124,98476,1934856,9199,11931,168541,107555,8080,976278,4895,6887,16715,31873,2082,1908780,425608,8551,5332,237263,77556,59391,7300,13276,26039,7059,7745,8490,1784,90487,135823,92446,214491,587361,1557,2245,0,31793,6747,3944,867230,2150,37103,93023,2233,479345,22521,3006,0,11656,6180,6927,11714,13797,7002,11825,9066,4889,2069,15446,29174,205062,222104,157515,7317,20040,82010,193574,432941,1438,2966,4225,3167,5012,44102,6261,2114,3227,1657,36773,15847,6650,15429,3835,5408,616273,46841,2001,0,0
D13B13A,3,3,40,B73,5,3,along,1502,34304,0,0,4708,2528,24923,22259,21735,3286,69160,35441,198648,1362,6017,10787,324415,14055,402,3003,22815,731032,78282,2367788,1989,2974,24031,1937,14497,4831,10887,0,17477,99785,66515,34067,15437,23581,1720,5366,130327,27317,0,0,1069,0,3242,78694,804135,21728,12960,74411,510270,1828206,10801,16128,17019,26371,0,15562,2690,13147,2979,92099,1812599,11276,15237,370748,133735,8450,1361040,7765,5721,22013,37771,1411,1927083,380344,8256,3260,257953,25537,60679,3924,13127,32338,6325,10580,9243,0,96092,111027,157585,246844,601176,0,2902,0,16398,5349,0,1007910,3224,62750,127613,517,341073,57392,2854,0,11122,10643,4488,16229,11910,16807,9678,14759,2534,2758,18137,31263,206965,274571,108203,10642,28610,83476,187357,305147,0,2808,3830,3239,4601,43961,4866,4941,4686,1694,39206,18987,8782,18729,4451,6959,553024,17371,2125,0,955
D13C23A,2,3,40,CML312,7,3,along,735,37370,0,0,3982,5693,8164,26486,49639,8485,61869,33669,246588,672,7716,43572,414858,22183,1752,13223,34970,1162492,53163,1706417,4909,3915,37405,6509,34931,9993,21781,0,24516,114992,112863,66520,22839,49423,4527,4792,51892,33529,0,0,3071,3059,7606,65961,1293381,14781,17478,130867,156829,1506698,26827,24718,6623,36806,0,9646,10590,16105,3895,370069,830811,26078,34924,446056,146096,40893,1133648,7062,5121,15376,44758,860,1427454,1211268,8171,2230,418239,100082,39821,18846,61293,110992,58817,19035,31011,1235,91642,225507,54182,351215,1025448,692,3711,1865,6741,4151,3804,1037954,3289,83000,38761,3201,282121,7614,3317,0,14149,9981,11411,9850,13972,9054,14293,7581,7087,2485,8763,46775,132104,237469,335067,5850,15086,34677,72188,173925,3489,4655,9134,2260,10521,56757,9409,1574,5199,2171,63591,50136,11274,26478,4766,5576,141414,26032,2747,0,1076
D13P28A,1,3,40,PT,6,8,along,5628,1740,0,0,6776,3012,57315,22776,16184,5581,78267,72851,97827,0,11535,27900,324480,20410,180,0,41274,662938,165227,1770798,1876,20866,108620,1593,9063,1891,2642,0,16214,51461,68226,51824,29588,27094,3284,6287,85741,9161,0,677,1490,0,6036,64372,634409,22184,18835,52956,858916,1888600,16665,25048,33532,106633,0,33109,5803,13383,3573,210968,1435876,24016,31672,531811,126384,20522,1125555,8805,29831,51221,63743,206,974941,195503,3186,3274,105839,14259,21894,1885,6476,11116,1527,3867,2643,0,99025,110199,183952,464737,1366943,940,6568,7479,47792,5834,6060,1280613,1782,103221,171214,10034,422487,104197,2698,0,6922,10026,7659,11342,15860,13686,10198,12088,2777,3242,10966,60654,239071,212861,33761,16633,74362,394787,601582,241486,991,6844,6597,8193,2371,26987,4297,5786,3380,766,25227,9105,5099,13459,3402,4472,721779,7522,4558,0,2341
D13P13A,1,3,40,PT,7,3,along,0,7390,0,0,0,0,8173,0,12672,0,18698,31222,58338,1374,3831,14901,137297,6481,0,0,14542,467834,35662,3988931,1802,4676,21816,0,8299,4767,8018,1323,8367,16072,32973,18454,6478,19858,2294,5640,20009,16258,0,0,0,0,4138,22701,190731,12730,0,31273,80147,3350181,9291,12302,7999,14705,897,8956,4613,5838,2596,220877,2144441,3640,28001,162329,162686,16402,1400838,5167,4536,6026,21805,4026,3021159,870938,0,1558,112247,66723,49450,4625,8544,27980,7947,10178,15366,0,41784,79714,99870,136105,315077,3246,2417,1346,0,0,0,696803,0,64110,42040,1651,188796,13464,3281,0,8066,7342,6273,8027,13050,10159,14379,7491,1565,1379,16230,18822,37542,64264,37856,2636,4030,14915,26697,98571,0,1572,1762,964,922,14481,2447,1493,2978,0,16554,8127,3835,10786,3307,3668,67401,11715,1225,0,1732
D13B26A,3,3,40,B73,5,6,along,103564,3152,0,0,2687,2713,60552,25480,13982,4293,64328,9482,96067,2648,5646,43529,291156,11291,0,14356,22943,215733,103769,1852451,2030,3566,14180,624,5932,895,4806,0,19643,127863,87396,40541,12447,79188,5950,146334,2170581,102093,0,2837,14406,2446,2574,55802,308929,16821,6807,49215,350239,1812289,4591,22895,5524,11163,1835,99977,9211,23258,5454,379269,1446084,10290,38979,477538,656014,31044,1145299,8790,18874,42502,18020,1123,1183660,165948,3866,3443,207149,66189,46576,3899,7245,10191,0,5358,1890,0,85162,72514,118360,278548,495201,8246,648,0,17305,7130,7776,810617,0,33590,5750,0,244876,30996,2784,0,6569,6636,4850,10757,12639,11375,9289,48325,6292,6686,9096,156969,451214,222978,31920,13247,56647,273999,432611,111294,845,3676,2793,2546,0,20591,5607,10812,9914,1090,81069,15296,6107,24432,3131,5518,439764,3944,2829,0,5199
D13P26A,1,3,40,PT,6,6,along,855,9869,0,0,6416,2228,22542,12350,21650,5923,72632,64258,114904,2516,8385,14406,247200,27907,417,0,32973,756456,107204,1892627,1899,13688,88772,1575,4554,2893,4137,0,12946,50746,42951,30384,18394,37979,2116,4814,114694,17012,0,0,0,1844,2768,57403,635961,39227,18516,26114,409958,1774457,21780,19390,19981,57484,0,15143,6642,13334,2355,248213,1172019,25367,29416,419436,283719,23772,1558090,9028,8470,20280,53022,410,1824640,484353,3628,3274,133625,15141,72199,1922,6281,22253,1275,3559,3957,0,97915,175718,214770,282721,1346810,3706,804,521,0,3559,4690,1099972,1170,88586,6574,6535,418178,48117,4778,0,21047,38841,26782,26293,64921,56720,13742,49011,6268,2120,10917,86059,162365,274171,100074,16879,30571,110681,160114,308938,0,4584,3173,4862,1363,41916,14222,1674,3245,0,81053,29234,14001,26411,11068,10988,430813,18220,4263,0,2912
D13P16A,1,3,40,PT,7,6,along,2936,19896,0,1242,4542,3681,20723,19050,27972,8213,88512,38152,106344,2719,8040,27361,230103,25717,507,6445,27367,954331,87034,1646549,2642,7690,57057,0,12754,6099,14434,1880,14141,76561,60842,49530,17297,41951,3275,11204,78605,28948,0,0,1674,0,2606,58480,600851,11740,16943,103951,282891,1460632,18179,28857,11766,34267,0,28797,8303,17284,4329,619428,677480,24095,60892,704465,639579,63369,1431639,12706,8873,27469,48797,9439,1640210,761176,5609,5914,186668,21215,63309,3468,11984,39365,7334,7077,6445,0,85240,170317,191305,311273,999082,1143,5465,3180,0,5627,4802,1099599,6885,133836,13588,5377,342665,21990,2680,0,7851,9257,5767,12269,17230,11509,10395,18128,4845,1332,11098,71546,272417,439080,177622,12525,34039,141494,167205,490392,2761,5915,8309,5136,3547,57831,4353,1906,3379,0,31756,17902,6852,17589,5138,7610,490369,30797,4348,0,4475
D13C18A,2,3,40,CML312,7,8,along,43814,14339,0,0,4831,2296,25288,22435,28052,9197,74418,29415,164244,550,11530,66004,306809,25992,3661,5146,25114,467791,127467,1570344,3122,2080,40996,1530,11937,1761,6022,0,19825,94272,78783,55678,17230,55267,6581,174035,1655310,212235,0,1894,1000,0,9965,107835,713299,31170,16277,66413,413061,1105939,12029,34931,10560,47501,2551,23293,11576,17612,3603,619110,1045381,25388,49258,578964,235341,32912,1207039,10127,30412,43873,47882,945,1351301,389381,6681,5561,41111,3385,32810,1975,2621,5025,0,2160,228,0,95442,145140,98872,617339,1094734,12933,6839,4045,0,6755,9982,1215215,5974,71400,104875,6006,533614,32644,2398,0,5334,6061,3470,4484,8809,6777,7253,8806,2199,2888,5570,42521,173769,173701,53080,9891,32860,161822,208231,201634,1103,4995,5862,2169,6162,42890,3236,6892,5939,990,19669,9804,3957,14232,2690,4109,389118,10140,2910,0,6242
D13P24A,1,3,40,PT,6,4,along,0,25456,0,0,5228,2449,23435,14894,39871,3465,88650,52141,126896,2500,6561,18719,396804,34101,4982,0,42549,914359,102558,1539166,3447,13213,81034,2240,13543,5417,12249,0,15760,74765,56195,45795,18319,46020,2888,3460,106616,34081,0,590,4424,2059,5126,92499,819728,42525,24438,96751,459607,1676873,29280,27198,14124,42253,0,26036,5826,10602,3233,195240,1226444,20754,23525,411864,420464,17464,1315044,9330,6374,13515,45286,2120,1532841,597836,8387,3233,463851,48897,75207,4492,24338,66198,18545,7896,12316,1418,95663,173116,191951,227498,1014171,1809,4731,2210,0,5191,3924,1127122,7037,106041,259372,6484,346240,37630,3244,0,10951,14012,9786,14136,23273,17762,8764,13135,4945,1534,7215,34144,140696,335351,178836,7943,15866,62355,91104,444467,0,3270,4588,2797,9207,64170,5119,0,8759,1199,34369,12731,7398,16017,4028,5969,387737,32800,2204,0,1536
