id,Group,block,days_after_planting,genotype,developmental_stage,leaf,zone,CAR(12:1),CE(20:3),CE(20:4),DG(34:1),DG(36:2),DG(36:3),DG(36:4),DG(34:2),DG(34:3),DG(34:4),DG(36:5),DG(36:6),DGDG(32:0),DGDG(32:1),DGDG(34:0),DGDG(34:1),DGDG(34:2),DGDG(34:4),DGDG(34:5),DGDG(36:1),DGDG(36:2),DGDG(36:3),DGDG(36:4),DGDG(36:6),DGDG(38:2),DGDG(38:5),DGDG(38:6),DGDG(40:2),DGDG(42:2),DGDG(42:3),DGDG(44:2),GlcCER(40:1),GlcCER(34:3),GlcCER(36:3),GlcCER(38:3),GlcCER(40:3),GlcCER(42:3),LPC(16:0),LPC(18:0),LPC(18:1),LPC(18:2),LPC(18:3),LPC(20:1),LPC(16:1),LPE(18:2),LPE(18:3),MGDG(34:1),MGDG(34:2),MGDG(34:3),MGDG(34:4),MGDG(34:6),MGDG(36:3),MGDG(36:4),MGDG(36:6),MGDG(36:7),MGDG(38:1),MGDG(38:5),MGDG(38:6),PC(30:0),PC(32:0),PC(32:1),PC(32:2),PC(34:0),PC(34:1),PC(34:2),PC(34:4),PC(36:1),PC(36:2),PC(36:3),PC(36:4),PC(36:5),PC(38:2),PC(38:3),PC(38:4),PC(38:5),PC(40:6),PC(34:3),PC(36:6),PC(42:3),PC(44:2),PE(34:2),PE(34:1),PE(34:4),PE(36:2),PE(36:3),PE(36:5),PE(36:6),PE(38:7),PE(42:3),PE(44:2),PG(32:0),PG(32:1),PG(34:2),PG(34:3),PG(34:4),PG(34:5),PG(36:6),PG(36:7),PS(42:2),SQDG(32:1),SQDG(34:1),SQDG(34:3),SQDG(34:4),SQDG(36:3),SQDG(36:5),SQDG(38:6),SQDG(32:0),SQDG(36:4),TG(42:0),TG(44:1),TG(46:0),TG(46:1),TG(46:2),TG(48:0),TG(48:1),TG(48:2),TG(50:0),TG(50:2),TG(50:4),TG(50:5),TG(52:0),TG(52:3),TG(52:4),TG(52:5),TG(52:6),TG(54:3),TG(54:4),TG(54:5),TG(54:6),TG(54:8),TG(56:3),TG(56:5),TG(56:6),TG(56:7),TG(58:6),TG(46:3),TG(48:3),TG(48:5),TG(48:6),TG(40:1),TG(40:2),TG(50:3),TG(52:1),TG(52:2),TG(54:1),TG(54:2),TG(54:7),TG(54:9),TG(56:4),TG(56:8),TG(58:15)
D11B26C,3,1,58,B73,10,6,center,7850,35201,317,0,3850,6694,23490,44744,32095,4919,102413,49981,213575,2933,9488,12056,315310,25317,2468,4084,15840,642564,72534,1349247,3034,9901,41322,2974,28262,5449,6748,2181,15310,62717,87146,59737,14789,32463,5497,71603,2137862,1063589,0,2317,4708,0,3190,71454,561037,10392,0,57760,248091,426286,12696,25113,12654,22670,1800,7049,3578,7418,2544,133123,1014661,12856,12804,233064,156396,7948,1189596,6488,2948,15803,31850,612,1328041,432918,7261,4729,35311,6161,17988,0,2700,5833,1193,0,0,497,117388,134042,297724,309283,673443,5997,819,1304,0,1155,5730,1002802,5760,79561,348907,4115,523079,45165,1828,0,5115,4905,6513,6886,8818,7058,11064,4328,1693,2475,4617,35593,237948,596624,236599,3632,27155,127099,265532,760132,1320,5065,7951,4938,12430,87722,3068,2513,1460,0,32569,19049,3766,12455,0,2644,695787,67273,2738,0,0
D11P28C,1,1,58,PT,13,8,center,2346,36866,0,1628,8575,11086,21801,25647,39057,3346,100926,46698,57923,0,5065,4590,185500,19579,447,6872,60973,399433,93577,1401588,1997,14945,58673,2055,14443,4270,9548,0,10928,55599,57423,46467,12727,30919,6292,17798,246546,88713,0,0,6684,3715,3819,55138,475677,18125,0,82467,669065,1753636,28855,12813,10936,23159,0,7601,1534,12151,3203,391453,1320254,17752,81840,1490545,509019,31768,1196642,12108,11951,19785,46384,1708,1104459,905848,10892,2631,620777,64688,36652,8555,57738,149603,40844,5872,13058,1565,147325,124248,391008,453074,758815,0,13102,961,0,6401,3573,585635,169,91945,19323,4592,151461,24290,1680,0,3786,2608,2883,10031,7077,1229,10103,1539,2304,3174,16951,43941,158197,358395,243869,6589,36973,105008,119246,443240,2506,9270,11136,4436,8465,112024,2129,5114,2354,1397,30764,22701,3282,19975,1790,6162,376583,44211,4169,634,0
D11B212B,3,1,58,B73,10,12,base,7646,17539,0,0,6952,3264,49456,32788,30768,3593,68709,62318,112681,3587,10986,46675,304014,21765,591,0,44312,761152,139167,1366589,1180,16643,59226,910,11434,3016,3139,0,14410,63762,63999,45411,45814,40222,5198,27590,828172,103958,0,845,9361,2053,11363,103131,793558,34995,26802,116251,955748,1337277,10950,17206,34191,58719,707,35331,12154,15394,3377,597386,1041555,17730,65221,1309261,325588,26918,987144,6180,54365,70676,65015,1488,1333458,276550,3253,4777,429759,43904,40053,929,9477,52633,5145,10803,5216,694,127828,97327,323917,632895,942251,1983,9166,5428,58552,5190,7114,1019522,1061,74683,74739,4302,272940,34646,1653,0,3925,3431,3037,7598,5013,3965,7498,7809,4274,6147,5485,37904,167556,172802,37120,9439,26584,112304,167876,82397,527,4521,3594,3086,1503,40134,3034,15456,9998,0,15723,7121,2223,6914,1226,2571,234710,4915,2531,0,0
D11B210T,3,1,58,B73,10,10,tip,10799,26478,0,0,2757,1841,30341,30838,31107,5015,78149,37377,204224,2662,13362,12961,253544,17742,2686,5463,11702,495228,94879,1361162,2665,7195,33450,2251,23035,4143,6335,0,10553,81972,80012,51650,13089,32780,2554,74457,2218392,985765,1488,421,596,0,3504,60525,430262,18978,13124,24585,239748,1355338,8770,21911,11826,20807,2265,23422,2105,6843,1735,112656,1417078,11820,10160,183449,132003,10137,1187199,5478,5647,16489,30472,1546,1307457,358629,7140,5723,20670,4558,35677,1191,2035,454,0,1417,0,0,132769,123856,364905,387519,621053,9843,4582,2003,0,7722,6368,969896,3737,69951,287342,885,688549,53470,2530,0,9502,6528,7219,13465,12623,9147,9626,4684,2160,1830,8469,26708,202396,445492,151121,5205,21323,99522,259107,544353,1092,3306,5916,4349,15746,53145,2782,1707,2096,1380,24913,9702,2852,11069,2199,2686,689512,29379,1666,0,0
D11C210T,2,1,58,CML312,10,10,tip,12143,18117,0,0,2750,3022,17075,34583,44967,17676,89734,40309,238385,4502,12759,30915,242403,33807,216,5899,14101,710864,82606,1523937,0,6146,57893,2301,13662,970,6846,0,14277,84337,84421,57745,14757,45808,1509,40567,718795,208813,599,1277,2085,0,6574,67840,854814,31996,19132,23937,203758,1419577,18897,29937,10862,56090,0,17243,9549,11734,2557,466502,980295,29374,29116,296651,305369,46741,1618501,6291,12764,30156,59297,1251,1448453,928748,8695,4965,87182,8627,28879,2106,4720,21365,5828,5210,2241,0,116495,191686,102191,581870,1126839,9834,274,2398,0,6457,5291,1209394,4825,77467,6250,5506,619201,17598,2230,632,4939,3859,3817,11871,6023,5567,10105,5175,2362,1507,15982,21301,139213,222527,186835,2138,12161,51760,91450,306108,0,3073,6000,3974,12285,60905,2070,1731,3560,1493,21113,14986,3670,8571,1748,3063,312453,37664,1627,0,1672
D11C112B,2,1,58,CML312,13,12,base,171585,26208,0,2863,5058,6519,36176,49819,41459,5081,65839,9908,195506,1052,12762,87686,357701,15983,0,15897,44265,528992,101795,1250209,3414,5069,29757,3458,20308,1529,10966,0,26986,106678,126692,83049,18155,108882,11851,99962,1234627,183261,0,1272,6888,0,14209,145201,838321,25967,8873,54547,389983,1092793,10540,23810,9233,31520,1918,62353,12776,12077,4355,794711,1164920,19581,68298,1187556,515731,48553,1284426,15404,8951,51767,47283,4651,1121748,419506,15755,14726,175253,21240,26647,2163,10174,25156,4267,3794,2901,1173,100734,72256,117058,610385,720079,10185,604,0,36887,5266,11680,929627,2365,61540,57514,362,497373,25558,0,0,9561,8134,7790,6817,19060,4902,6893,12775,2992,2292,13228,44938,175838,151171,94745,6027,20623,65125,92161,113522,1951,3961,2837,2571,7518,49695,4387,5848,5851,1411,43942,20293,4919,15439,2744,5214,201516,9639,1638,282,7481
D11B16B,3,1,58,B73,11,6,base,5288,48666,0,0,2382,2185,33125,28068,32425,5389,91721,45045,261666,2776,12896,14455,355447,19773,1764,4711,18176,568482,76491,1600169,147,6710,28021,1356,24435,5750,11880,0,12089,98238,66037,31332,12119,23451,2778,40833,1830830,607946,0,1075,505,0,3680,68449,614912,16565,12413,41144,222057,1705751,10269,19884,10157,19890,1993,15338,2690,4930,2359,80577,1310314,8668,8694,137535,106814,5592,901916,4599,5087,12752,25130,814,1412969,273813,4451,2945,28196,6775,24875,2114,2727,3214,0,1068,523,0,106663,114879,248900,288822,597864,1134,370,0,0,6167,5808,1068251,0,65715,237243,516,644897,40445,2361,0,5959,5776,2336,9277,8470,5421,14598,7934,2483,1636,16381,36071,291466,402957,138262,5247,22689,131909,342265,683529,576,3392,6054,2365,9295,65512,1763,2405,4529,0,19052,9262,2633,8220,1514,2727,897854,41875,2074,0,11370
D11C18T,2,1,58,CML312,13,8,tip,6445,44549,0,761,4517,5729,10028,21983,59725,5195,94041,74584,102177,782,7387,10569,182644,17355,2046,4186,18832,477333,46550,1446608,0,3138,23877,1809,14421,4064,7686,0,18268,41739,88701,47756,16888,50163,10120,124662,1601265,1366572,0,2055,7872,8666,3525,31707,396884,7767,0,47712,128107,1594870,10061,21878,4751,10310,3530,15579,3223,795,2529,164357,1336937,13521,18695,174537,84548,9020,1134447,5512,7063,6179,18577,1374,1338175,977567,9072,2204,68131,12744,17834,3570,8807,14847,9286,3498,2500,0,80287,68192,126244,370205,496437,5751,4944,0,11794,4496,3634,1017642,0,71308,118615,503,325967,12764,3863,0,15258,13499,12721,10449,24894,9459,6606,9466,4387,2956,10250,40376,132334,376304,549984,5421,26550,118005,124885,848415,716,12432,35769,4024,7271,97262,5875,0,5851,2394,46924,41079,6272,14142,4379,6922,389992,146291,4263,537,11357
D11P26B,1,1,58,PT,13,6,base,0,13114,0,1188,7274,7190,14900,24734,33280,2886,85721,41397,40985,0,5605,15532,228688,11403,722,9671,77886,1070522,78613,1484433,5373,6942,23347,2107,19360,6747,23795,0,10888,67923,57366,35134,9849,33160,8374,9135,91386,49966,0,0,4450,2893,3707,49904,418872,13504,0,47240,466801,1155316,20817,13734,5370,10332,0,14058,1817,16857,4346,373529,1315912,15866,116623,1738029,441992,30612,1585448,21886,15184,13305,34462,2273,1046999,1220631,11059,2683,823717,120159,66082,21499,134138,193730,65694,6439,27119,1983,106971,91576,284825,384406,554387,1428,12234,3320,32643,2802,3150,296713,930,76803,111411,417,65314,13508,2257,1051,8823,5668,3397,7094,10793,10265,12168,5613,2399,2003,14137,23478,112666,261411,182559,4949,26283,89812,98391,604258,1620,5560,9180,2935,6901,80971,3534,4038,5786,1383,23211,16304,4573,13921,2424,4958,398979,46874,2977,0,0
D11P210B,1,1,58,PT,13,10,base,4909,26020,0,0,5065,3878,36910,32640,37210,5794,90011,56264,138874,3360,12916,43077,389106,26169,1044,0,44570,809728,134005,1426729,1382,20399,65858,5526,20174,4655,4374,0,15762,73500,85358,59640,42621,36395,1829,23577,580654,119445,0,0,950,1925,11915,103042,682446,31492,23536,59575,801997,1083604,13578,16111,25999,43021,0,36963,9896,15262,2475,522560,892306,20772,46442,916788,480172,35110,1024654,4373,5184,55135,68828,2094,1337541,436916,5067,6516,242587,24631,47431,1595,5860,30716,4297,6905,2742,1537,122161,149276,355188,449451,1069374,415,5960,4759,50937,6544,6798,1107677,2917,78548,148087,4951,382527,38982,1562,0,4870,4380,3047,5596,4365,4362,11061,4588,709,4673,13159,44437,250635,212434,88030,12772,42730,186603,267381,229308,1023,7783,7670,6127,7773,43859,2791,15291,13260,435,24754,11320,2430,13227,1433,3120,436548,15071,3835,0,940
D11C212C,2,1,58,CML312,10,12,center,175320,13100,0,1688,4102,1561,32463,32583,22820,6432,59031,11143,156583,778,11075,73445,316963,17626,0,10938,32466,429038,125064,1215335,2805,6847,37358,1682,12068,593,5629,0,21839,86467,86033,53702,13967,67459,11000,213201,1943086,616115,5081,677,4341,0,13026,126359,625879,36967,10733,80526,481235,1324716,9770,27635,11754,36078,0,58715,12821,22879,3916,753562,553491,30257,63712,879270,729234,48501,1171236,4317,49800,62330,48909,7294,1171136,302961,6889,4885,48012,5974,36741,1526,3735,4864,0,2219,470,0,83018,90802,125757,674753,901440,9916,6419,3390,0,6263,15027,1020726,4558,65859,6242,5162,500485,42411,2093,0,5867,6995,2792,6369,9630,6611,6615,3726,1979,3144,11229,17724,121969,101721,23536,5467,22859,112214,153178,109099,795,3577,3542,2523,5604,39351,2844,7819,5651,0,14849,5024,3117,7691,1565,2405,270193,4775,2041,0,15373
D11P28T,1,1,58,PT,13,8,tip,0,26057,0,0,6348,9474,17309,24498,50520,3509,93747,59344,72687,0,7370,14488,239570,18545,825,6862,55402,1091378,105877,1613493,3541,11188,43413,1278,15249,7630,14117,3182,10099,73291,57215,37696,14030,37135,5516,15282,375853,138426,0,0,684,531,4232,57559,479088,18640,0,119267,534012,1594087,5500,13909,8960,15271,0,9470,2059,12626,3621,376125,969523,23019,72776,1123927,400897,29691,1344913,15227,12078,16131,43912,4020,1211380,1301405,11945,2355,478538,71329,56310,10041,48005,131154,49222,3252,13396,0,139494,103700,423879,509954,731263,1642,15420,2937,0,4731,3469,752636,2537,120645,119292,911,210830,23491,2440,0,6269,4577,3077,5845,7411,5340,12465,4650,1815,1716,13955,21730,90025,216883,194168,3797,15200,48964,51016,201379,1109,4519,8117,2104,13855,107414,1417,2368,4379,875,18060,16843,3010,9903,1682,3359,152273,27157,2174,0,0
D11P112B,1,1,58,PT,13,12,base,4152,18747,0,2011,5329,8457,50163,74718,40568,9151,175051,36053,186796,576,7282,70165,430258,26162,5074,10681,20072,547626,148703,1549757,3990,12077,60174,4595,14624,711,5802,0,25325,133781,126555,78687,28354,55922,3155,8441,56600,8249,0,630,2519,0,7357,109398,944076,26067,25517,88574,731555,1643480,12354,27749,18135,59192,0,91537,10532,10464,4649,557057,1393191,17649,32764,326239,486289,26359,891836,6919,19999,37355,41055,7970,1261550,253071,8010,8073,350468,30994,91322,2962,10623,32550,4556,8141,4536,1337,127846,101890,197867,633669,1015424,376,6553,3409,82127,7360,7509,992194,680,50840,160928,270,450760,43824,1490,0,5369,2328,1751,6576,5272,3715,10929,6055,3024,1819,12172,31058,237014,150090,64886,5754,21806,111193,205412,187575,0,3292,4407,3693,2182,37247,1494,3083,1206,750,17466,8920,2571,9137,1160,2141,406083,12105,2015,0,1340
D11B110B,3,1,58,B73,11,10,base,18061,12234,0,0,5753,2940,48901,62388,27171,7089,147642,23411,261126,868,10025,47080,526853,17044,2929,9880,29529,482215,146267,1567075,657,6262,26231,4159,22581,3419,8405,0,16771,156564,134767,71533,19521,33963,2119,84250,1891933,216998,0,1544,12334,0,8908,117674,810829,12832,12443,39430,521669,1548290,1471,36303,14255,24112,2783,26273,8587,9176,2623,196015,1044834,10774,15665,246859,210892,14561,647764,5540,12418,31104,27643,633,1174557,143833,5472,6081,121497,16532,24665,2349,6474,7202,1618,4420,881,512,114957,68783,194393,494561,643979,481,3380,0,23697,9078,10197,1155513,2732,47986,149793,2880,634238,54592,2964,0,10523,7513,6607,9067,15682,10732,7487,4460,382,1797,13230,41454,312561,297929,60714,10821,30322,129423,325820,256853,1140,4238,5903,4665,4090,43392,4027,2750,2179,1707,38368,7289,3208,12830,2854,4841,644135,12388,3101,0,1434
D11B112T,3,1,58,B73,11,12,tip,17895,23434,0,0,5253,7528,47463,62300,30197,8946,137263,86589,228304,781,12831,19721,283586,20661,0,5575,17820,561138,94152,1556019,2500,7446,34197,1545,20350,3489,6181,0,15713,114773,115254,69263,17706,34824,3900,83998,1903607,250906,0,6491,1210,0,5038,75467,447321,20166,12344,29882,348352,1598950,7893,30063,13643,22929,0,8125,3740,8006,2213,115299,1151485,11597,12292,217169,146957,13006,707033,5772,8599,18103,25457,7539,1044272,138759,3457,5163,18435,5431,40325,0,0,2136,0,0,527,493,125256,105630,307720,476696,694607,16430,800,0,0,7826,9056,1133665,4707,87669,232962,787,700714,85747,2118,0,6066,5798,3522,7440,5975,5753,7519,6772,1669,2922,13860,57683,462253,305580,89387,8618,47107,261939,554178,513656,0,6479,8588,6106,8541,77103,2268,2271,3011,843,25785,11145,2872,10370,1668,2070,916550,22833,3241,663,8185
D11P212B,1,1,58,PT,13,12,base,7646,17539,0,0,6952,3264,49456,32788,30768,3593,68709,62318,112681,3587,10986,46675,304014,21765,591,0,44312,761152,139167,1366589,1180,16643,59226,910,11434,3016,3139,0,14410,63762,63999,45411,45814,40222,5198,27590,828172,103958,0,845,9361,2053,11363,103131,793558,34995,26802,116251,955748,1337277,10950,17206,34191,58719,707,35331,12154,15394,3377,597386,1041555,17730,65221,1309261,325588,26918,987144,6180,54365,70676,65015,1488,1333458,276550,3253,4777,429759,43904,40053,929,9477,52633,5145,10803,5216,694,127828,97327,323917,632895,942251,1983,9166,5428,58552,5190,7114,1019522,1061,74683,74739,4302,272940,34646,1653,0,3925,3431,3037,7598,5013,3965,7498,7809,4274,6147,5485,37904,167556,172802,37120,9439,26584,112304,167876,82397,527,4521,3594,3086,1503,40134,3034,15456,9998,0,15723,7121,2223,6914,1226,2571,234710,4915,2531,0,0
D11B14T,3,1,58,B73,11,4,tip,3550,39841,0,0,1439,3177,14219,10653,44315,2915,73665,61367,235983,1840,13102,9608,277197,17109,1694,2175,30627,867117,52336,1722463,2694,5080,25881,0,11793,8875,21603,0,15980,130955,65944,34059,15317,23808,2391,5229,195182,116221,0,0,1665,3304,5051,64489,1090572,10447,0,147777,153603,1457811,9358,22377,7332,14775,0,6136,2395,2649,4369,86230,1737041,8199,16279,320532,630489,0,1202239,6947,7550,4691,22034,0,1704267,829526,2737,2733,171545,19335,15485,7166,28097,34638,16891,8259,7865,0,60890,70107,91401,156317,427220,0,0,0,13957,5357,0,1041986,0,90511,91890,0,617883,13839,2311,0,7055,7229,3274,4666,10458,6875,11363,18589,2132,2998,13932,41169,168547,537625,473189,4911,23115,113473,126601,541761,2104,5448,12975,2054,7132,87632,3041,1738,5126,606,23568,39175,4138,16121,2914,5256,344922,56515,2310,0,0
D11B18C,3,1,58,B73,11,8,center,14457,33198,0,0,2971,2155,48093,15445,43057,4970,99464,53700,209377,466,10468,16307,324575,31291,639,1441,25088,489448,93228,1228573,3139,10117,50902,1189,15647,4572,8566,0,13856,79558,55629,41561,14750,29844,3589,54603,1994654,759309,0,1497,7410,3456,4680,87822,597992,11117,12433,55053,328959,551066,15790,29024,11376,32129,1633,21414,4370,10492,2441,178428,1127759,14927,13802,289448,194410,8712,836654,8707,6755,21045,39146,1017,1209896,411557,2942,3007,81816,10579,24627,2417,3285,12811,2812,3396,271,0,123974,139654,312294,393722,841719,5597,3825,538,0,4580,6848,1080843,7969,97597,288209,5089,601417,61291,2607,0,4464,1751,1853,8893,4690,855,8801,12622,1694,2434,5014,48725,389171,600292,152782,6885,31234,158222,373779,780938,0,3763,5133,5369,6364,82198,1253,2253,6031,625,21328,11997,2711,8670,1906,3866,852030,30586,2592,0,3279
D11P212C,1,1,58,PT,13,12,center,11557,34760,0,2065,2865,2648,28146,21172,44962,3577,68694,29002,148865,645,27363,24714,251913,30231,4073,0,51256,815007,98844,985693,1399,12973,56281,1750,15514,4535,5244,0,14814,46005,64446,46338,38590,58949,5276,115199,1535519,945415,0,3135,12986,5790,5790,71554,539359,24101,17350,74987,395966,2022123,12140,20142,11965,25271,0,44538,8028,13889,3506,546390,307177,24254,41877,815353,378882,32231,1040819,6215,8001,28488,52413,273,924126,766110,3304,3247,129591,15084,34073,1244,4310,30921,6485,5614,991,0,133000,151231,300028,353904,660953,3574,7811,4593,26901,4617,5340,882349,3262,130320,130087,5139,442783,28557,1658,0,4496,5016,1784,1827,6704,4823,7065,13515,3297,4097,8452,54968,242647,452592,157849,7858,24539,130245,232966,456276,617,3642,6153,4977,7899,63550,2680,11388,14010,375,25581,14571,2584,9657,1629,2862,415423,27540,2014,0,3244
D11P18T,1,1,58,PT,13,8,tip,1513,79590,0,0,0,3984,13509,10291,66383,3241,74601,156630,144307,2753,6315,14234,151297,24540,740,2531,6943,470943,104659,2096941,0,6152,46683,0,12280,3316,6946,0,13870,55433,70289,52000,18048,41012,2187,7134,23422,34546,0,0,0,1936,3690,28343,812822,29456,0,59114,255830,2213418,11634,23496,8854,23384,0,8081,3543,1634,3563,237472,1614197,19302,12088,61455,201716,13156,1169717,4509,5170,10538,27264,3786,1792287,1259314,8865,2278,163498,15607,43585,4201,9360,40396,26865,9604,17496,0,133954,147901,254183,440444,659987,2049,9788,0,0,4725,0,935208,3676,46296,83903,2571,253182,13631,3853,0,10183,4864,4988,14216,13452,8880,14158,4422,2341,1961,14107,26044,117212,301649,540151,5149,4425,32896,38314,514990,0,1555,4114,2318,9212,79025,0,2987,8154,1292,16949,27883,4450,6957,3422,2998,221916,120096,1205,0,0
D11B14C,3,1,58,B73,11,4,center,1954,67128,0,1252,2805,2935,16845,15690,44336,3951,92183,70419,302405,2201,14311,12379,365738,22474,2025,3182,23316,735667,68482,1630530,0,2530,30932,0,19611,10209,15301,0,15915,128321,78297,45552,16032,20509,2571,24691,791296,538163,0,936,935,0,5046,69703,956956,10910,0,71310,155166,1750535,11768,21123,6761,15001,0,15076,1769,1644,3720,64382,1450332,8006,7145,96584,174098,0,716306,4790,3459,6964,20861,656,1556867,392226,0,2170,64604,9930,17911,4927,5821,11678,4991,3226,1345,0,108833,113225,164786,219171,579054,0,2276,0,0,6424,6656,1293792,1349,87665,8268,3662,876463,20850,2151,0,7815,8143,4775,11388,10734,6725,11235,14032,2773,3388,6262,25991,200852,620285,444672,6678,14820,89767,92988,846664,1283,4792,9387,2881,14737,82586,2953,1393,4145,0,21454,28278,4285,13032,2176,3856,478660,77570,2417,0,0
D11P16T,3,1,58,PT,13,6,tip,984,125628,1783,0,0,0,6539,12325,85128,5699,86962,320741,125576,2431,5395,15239,169659,25275,2623,0,8944,806871,95403,2808931,0,6303,37932,3862,21419,10276,12409,0,19683,157825,90243,63583,25802,37158,2361,6285,15036,41410,327,658,2044,2786,3841,26294,1031601,22227,0,25402,257118,2315119,10350,36753,7510,24860,0,32047,2781,2778,8195,107010,764545,13497,5919,33676,52710,0,587814,6813,6069,7987,29039,5087,2518418,970651,0,2021,204250,19164,53814,0,15041,41016,39873,8980,10284,1350,111344,155218,144567,290998,565430,0,891,0,56980,4821,0,8646,2775,46467,108220,2452,126077,11722,4607,0,14668,15879,8368,8066,17991,14517,19463,8741,2200,2265,24417,24541,86404,237710,581079,2687,3571,27018,52742,663643,0,1459,4460,2156,12641,95522,3998,0,9915,1071,20697,20723,5326,12790,2817,4494,247854,193613,1340,0,0
D11P16B,3,1,58,PT,13,6,base,571,50919,0,0,0,3589,12823,8608,55965,3884,70408,107180,84610,0,3172,11865,113927,15147,1080,0,7513,391528,55375,3583348,0,4682,23660,1088,14574,5035,7831,0,13564,99623,48138,35845,14609,26107,2019,5600,15756,25224,0,0,0,2889,4161,21313,541335,13126,0,33419,152449,3500272,7734,10021,10251,17993,0,20023,2675,2823,4132,129240,981927,8126,11859,40780,96966,10432,932213,4258,4495,6489,24464,3841,3055811,1159700,10901,1317,187212,100940,106677,12663,15453,44779,27848,5010,41127,0,66339,100522,83823,262479,420318,0,675,0,29106,0,0,684476,0,34873,35371,1969,105019,8631,4551,0,14599,17667,4206,20386,27058,15617,19593,10731,1772,1523,17578,21441,49064,132596,281529,6672,5004,6859,24210,267559,974,1348,1759,1622,1217,47716,3965,2648,5557,1199,25382,15679,5943,11738,5420,5220,154207,59734,1232,0,0
D11C28C,2,1,58,CML312,10,8,center,8592,40066,0,842,2675,761,19636,13070,38725,6200,69856,25006,239731,3862,6142,30506,292052,28913,839,2013,18505,583932,57416,1622266,758,4963,43221,1226,11773,3494,6866,0,16469,94810,52378,45580,12920,29709,1362,21270,541382,117783,0,0,2507,0,7456,102263,1170768,40865,20440,96193,282973,1680180,25755,26731,10147,52862,0,20127,9573,15891,2974,492392,1126420,27456,32242,402463,443650,50313,1404000,8400,11142,30683,60095,1661,1617612,879087,4620,2940,141095,14974,30914,2701,6500,26467,7265,5238,2819,0,89212,205863,105135,477557,1113143,248,732,0,0,4948,4856,1196639,6372,62750,38313,1089,429270,13954,2050,0,5817,1872,2396,10157,7060,4760,10917,18846,921,1786,12384,31752,110851,244215,125660,6869,11992,35584,38719,126473,1128,3425,3918,2862,7054,74707,1221,2467,5666,760,27158,20994,3749,13029,2156,4845,137422,8367,1780,0,4024
D11P18C,1,1,58,PT,13,8,center,1363,104180,0,1930,0,6365,28543,27191,126102,9901,144851,226012,151815,675,7076,20805,223555,37557,1038,2498,10184,553400,110298,1974231,0,7960,49049,1870,20130,5779,5254,0,26994,91579,94518,81366,36609,30610,1601,7674,45407,49955,0,0,0,2470,3904,42503,1372192,38885,21162,76468,295388,2144114,9826,30001,5936,32318,0,30661,3533,3953,4935,198049,1385459,16428,8631,48677,115936,0,755882,4764,2354,9247,31994,7446,1909176,576874,4204,1819,160568,12694,88625,0,7926,35910,17659,11360,8129,0,157315,193289,202413,477693,785954,1437,7069,0,0,4564,4215,1271399,1078,51926,7825,253,253697,16139,3471,0,11375,12708,4705,16597,16660,10443,14905,10879,2972,2190,17012,31994,111992,243950,270854,8844,10462,31910,51854,296075,238,1534,3233,2327,6671,109444,3679,0,11721,1090,23759,26986,5676,10485,3489,3676,170312,49224,1330,0,0
D11B112B,3,1,58,B73,11,12,base,26370,6456,0,4231,6921,12557,103332,65698,22047,2279,126474,9548,147612,3373,5895,92143,608180,7818,0,21102,40941,191904,154640,1948109,4583,4039,8448,2107,12614,1331,14002,0,22745,183593,129490,57486,16654,83833,4453,228146,943877,46526,0,558,6763,0,21326,119879,420116,15770,5926,87020,573788,1723276,0,34164,5451,7519,4075,176562,19573,19154,5700,935449,937428,5407,53094,438797,889335,57106,607966,7331,27529,34051,9172,1170,1070474,81664,3165,4488,236972,22880,55214,2804,6947,5945,0,2549,1407,0,102325,14071,198748,407309,98181,0,3609,0,15591,9601,17420,689794,0,23521,54751,0,338414,30846,1918,0,4279,8803,2173,13476,15211,7884,11201,23125,4282,2231,11429,135069,537210,223126,27245,14573,58901,364425,640912,138023,0,5833,4097,2879,486,31448,2378,1751,1186,830,56512,11067,4662,18847,2865,4711,576306,4209,4625,0,6318
D11B26T,3,1,58,B73,10,6,tip,10711,66432,0,0,3646,2973,24091,17490,34649,4591,85427,57928,202131,2712,11272,9440,257311,16535,1507,0,19674,478048,66732,1761327,620,3044,25878,1571,15377,5452,10696,0,14974,84758,58064,44837,14794,27608,5737,64642,2060854,740691,0,1904,290,0,3224,51064,416257,13291,0,32263,196215,1771076,8224,22869,7086,12765,2484,13599,2395,1365,2421,84836,1508160,8817,9789,159010,133877,6622,907950,5704,2653,5803,19985,872,1544517,329916,0,2164,26825,4201,53682,0,1054,399,0,0,0,0,117876,91527,289982,237545,413129,2048,3222,0,0,6262,5196,1038244,3266,58985,27493,758,585036,36481,3143,0,8545,8364,4248,13017,13598,8628,10907,23019,3238,2351,12019,42204,302721,692517,290390,6159,22101,115319,176653,578634,1420,6319,7753,4194,7024,78995,1975,2478,5588,567,27410,20997,2885,14169,3096,4663,556902,32710,2897,0,15785
